Price,Dprice,P1Cash,P2Cash,P1Stock,P2Stock,P1Value,P2Value,P1Asset,P2Asset,P1Decision,P2Decision
100,0,10000,10000,10,10,1000,1000,11000,11000,N,B
103,3,10000,9900,10,11,1000,1000,11000,11000,N,S
99.91,-3.09,10000,10003,10,10,1030,1133,11000,10900,N,N
99.91,0,10000,10003,10,10,999.0999999999999,999.0999999999999,11030,11136,B,N
102.90729999999999,2.9972999999999996,9900.09,10003,11,10,999.0999999999999,999.0999999999999,10999.1,11002.1,N,S
99.82008099999999,-3.0872189999999997,9900.09,10105.9073,11,9,1131.9803,1029.0729999999999,10899.19,11002.1,B,N
102.81468342999999,2.9946024299999996,9800.269919,10105.9073,12,9,1098.020891,898.3807289999999,11032.0703,11134.980300000001,N,S
99.7302429271,-3.0844405028999997,9800.269919,10208.721983430001,12,8,1233.7762011599998,925.3321508699999,10898.29081,11004.288029000001,B,N
102.722150214913,2.9919072878129995,9700.5396760729,10208.721983430001,13,8,1196.7629151252,797.8419434168,11034.046120160001,11134.0541343,S,N
99.6404857084656,-3.0816645064473898,9803.261826287813,10208.721983430001,12,8,1335.387952793869,821.777201719304,10897.3025911981,11006.5639268468,S,N
96.65127113721164,-2.989214571253968,9902.902311996279,10208.721983430001,11,8,1195.6858285015874,797.1238856677248,11138.649779081683,11030.499185149305,B,N
99.55080927132799,2.899538134116349,9806.251040859066,10208.721983430001,12,8,1063.163982509328,773.2101690976931,11098.588140497866,11005.845869097726,S,N
96.56428499318815,-2.98652427813984,9905.801850130394,10208.721983430001,11,8,1194.609711255936,796.4064741706239,10869.415023368394,10981.932152527694,N,N
96.56428499318815,0,9905.801850130394,10208.721983430001,11,8,1062.2071349250696,772.5142799455052,11100.41156138633,11005.128457600626,N,B
99.4612135429838,2.8969285497956445,9905.801850130394,10112.157698436813,11,9,1062.2071349250696,772.5142799455052,10968.008985055463,10981.236263375507,S,S
94.4881528658346,-4.97306067714919,10005.263063673377,10211.618911979796,10,8,1094.0733489728218,895.1509218868542,10968.008985055463,10884.671978382317,N,N
94.4881528658346,0,10005.263063673377,10211.618911979796,10,8,944.881528658346,755.9052229266769,11099.3364126462,11106.76983386665,N,N
94.4881528658346,0,10005.263063673377,10211.618911979796,10,8,944.881528658346,755.9052229266769,10950.144592331724,10967.524134906473,N,N
94.4881528658346,0,10005.263063673377,10211.618911979796,10,8,944.881528658346,755.9052229266769,10950.144592331724,10967.524134906473,B,N
97.32279745180965,2.834644585975038,9910.774910807542,10211.618911979796,11,8,944.881528658346,755.9052229266769,10950.144592331724,10967.524134906473,S,S
92.45665757921917,-4.866139872590483,10008.097708259353,10308.941709431607,10,7,1070.5507719699062,778.5823796144772,10855.656439465889,10967.524134906473,B,B
101.70232333714108,9.245665757921918,9915.641050680133,10216.485051852387,11,8,924.5665757921917,647.1966030545342,11078.648480229258,11087.524089046085,N,N
101.70232333714108,0,9915.641050680133,10216.485051852387,11,8,1118.725556708552,813.6185866971286,10840.207626472326,10863.68165490692,N,B
107.80446273736955,6.102139400228465,9915.641050680133,10114.782728515245,11,9,1118.725556708552,813.6185866971286,11034.366607388685,11030.103638549515,S,S
102.41423960050108,-5.390223136868478,10023.445513417502,10222.587191252615,10,8,1185.849090111065,970.240164636326,11034.366607388685,10928.401315212373,N,B
108.55909397653114,6.1448543760300645,10023.445513417502,10120.172951652114,10,9,1024.1423960050108,819.3139168040086,11209.294603528568,11192.827355888941,N,S
105.30232115723521,-3.2567728192959344,10023.445513417502,10228.732045628645,10,8,1085.5909397653115,977.0318457887803,11047.587909422513,10939.486868456122,N,N
105.30232115723521,0,10023.445513417502,10228.732045628645,10,8,1053.023211572352,842.4185692578817,11109.036453182815,11205.763891417426,N,N
105.30232115723521,0,10023.445513417502,10228.732045628645,10,8,1053.023211572352,842.4185692578817,11076.468724989854,11071.150614886526,N,B
111.62046042666933,6.318139269434113,10023.445513417502,10123.42972447141,10,9,1053.023211572352,842.4185692578817,11076.468724989854,11071.150614886526,N,S
108.27184661386924,-3.3486138128000795,10023.445513417502,10235.05018489808,10,8,1116.2046042666932,1004.5841438400239,11076.468724989854,10965.848293729292,N,N
108.27184661386924,0,10023.445513417502,10235.05018489808,10,8,1082.7184661386925,866.174772910954,11139.650117684196,11239.634328738104,B,B
119.09903127525617,10.827184661386925,9915.173666803634,10126.778338284212,11,9,1082.7184661386925,866.174772910954,11106.163979556195,11101.224957809034,N,N
119.09903127525617,0,9915.173666803634,10126.778338284212,11,9,1310.0893440278178,1071.8912814773055,10997.892132942326,10992.953111195166,B,S
119.09903127525617,0,9796.074635528377,10245.877369559468,12,8,1310.0893440278178,1071.8912814773055,11225.263010831452,11198.669619761517,N,N
119.09903127525617,0,9796.074635528377,10245.877369559468,12,8,1429.188375303074,952.7922502020493,11106.163979556195,11317.768651036773,N,N
119.09903127525617,0,9796.074635528377,10245.877369559468,12,8,1429.188375303074,952.7922502020493,11225.263010831452,11198.669619761518,B,B
131.0089344027818,11.909903127525617,9676.97560425312,10126.778338284212,13,9,1429.188375303074,952.7922502020493,11225.263010831452,11198.669619761518,S,S
124.4584876826427,-6.55044672013909,9807.984538655903,10257.787272686994,12,8,1703.1161472361632,1179.080409625036,11106.163979556195,11079.570588486262,N,B
131.92599694360126,7.467509260958561,9807.984538655903,10133.32878500435,12,9,1493.5018521917123,995.6679014611416,11511.100685892066,11436.86768231203,S,N
127.96821703529322,-3.9577799083080376,9939.910535599503,10133.32878500435,11,9,1583.1119633232152,1187.3339724924112,11301.486390847615,11128.996686465493,N,B
