Price,Dprice,P1Cash,P2Cash,P1Stock,P2Stock,P1Value,P2Value,P1Asset,P2Asset,P1Decision,P2Decision
100,0,10000,10000,10,10,1000,1000,11000,11000,N,B
103,3,10000,9900,10,11,1000,1000,11000,11000,S,S
97.85,-5.15,10103,10003,9,10,1030,1133,11000,10900,B,N
100.7855,2.9354999999999998,10005.15,10003,10,10,880.65,978.5,11133,11136,S,S
95.746225,-5.039275,10105.9355,10103.7855,9,9,1007.855,1007.855,10885.8,10981.5,B,N
98.61861175,2.8723867499999995,10010.189274999999,10103.7855,10,9,861.716025,861.716025,11113.7905,11111.6405,S,S
93.6876811625,-4.930930587500001,10108.807886749999,10202.40411175,9,8,986.1861175,887.56750575,10871.905299999999,10965.501525,S,N
90.877050727625,-2.8106304348749998,10202.4955679125,10202.40411175,8,8,843.1891304625,749.5014493,11094.994004249998,11089.9716175,B,B
95.42090326400626,4.543852536381251,10111.618517184874,10111.527061022374,9,9,727.016405821,727.016405821,11045.684698375,10951.90556105,S,N
92.55827616608607,-2.8626270979201878,10207.03942044888,10111.527061022374,8,9,858.7881293760563,858.7881293760563,10838.634923005873,10838.543466843374,B,B
97.18618997439037,4.627913808304304,10114.481144282794,10018.968784856288,9,10,740.4662093286886,833.0244854947747,11065.827549824937,10970.31519039843,S,S
92.32688047567086,-4.859309498719519,10211.667334257185,10116.154974830679,8,9,874.6757097695133,971.8618997439037,10854.947353611482,10851.993270351062,B,N
95.09668688994098,2.7698064142701257,10119.340453781513,10116.154974830679,9,9,738.6150438053669,830.9419242810377,11086.343044026698,11088.016874574583,S,N
92.24378628324276,-2.8529006066982294,10214.437140671454,10116.154974830679,8,9,855.8701820094689,855.8701820094689,10857.95549758688,10947.096899111717,B,N
95.01109987174004,2.7673135884972826,10122.193354388211,10116.154974830679,9,9,737.950290265942,830.1940765491848,11070.307322680923,10972.025156840147,B,S
95.01109987174004,0,10027.182254516472,10211.166074702418,10,8,855.0998988456604,855.0998988456604,10860.143644654154,10946.349051379864,N,N
95.01109987174004,0,10027.182254516472,10211.166074702418,10,8,950.1109987174004,760.0887989739203,10882.282153362132,11066.265973548077,B,B
99.76165486532705,4.750554993587002,9932.171154644733,10116.154974830679,11,9,950.1109987174004,760.0887989739203,10977.293253233873,10971.254873676338,B,S
99.76165486532705,0,9832.409499779405,10215.916629696007,12,8,1097.3782035185975,897.8548937879434,10882.282153362134,10876.2437738046,S,B
99.76165486532705,0,9932.171154644733,10116.154974830679,11,9,1197.1398583839245,798.0932389226164,10929.787703298003,11113.77152348395,S,N
96.76880521936724,-2.992849645959811,10031.932809510061,10116.154974830679,10,9,1097.3782035185975,897.8548937879434,11129.311013028659,10914.248213753295,N,B
102.57493353252927,5.806128313162034,10031.932809510061,10019.38616961131,10,10,967.6880521936723,870.9192469743051,11129.311013028659,11014.009868618623,S,N
99.4976855265534,-3.077248005975878,10134.50774304259,10019.38616961131,9,10,1025.7493353252928,1025.7493353252928,10999.620861703734,10890.305416585616,S,N
96.5127549607568,-2.984930565796602,10234.005428569144,10019.38616961131,8,10,895.4791697389805,994.9768552655339,11160.257078367882,11045.135504936603,N,N
96.5127549607568,0,10234.005428569144,10019.38616961131,8,10,772.1020396860544,965.127549607568,11129.484598308125,11014.363024876844,S,N
93.61737231193409,-2.8953826488227037,10330.5181835299,10019.38616961131,7,10,772.1020396860544,965.127549607568,11006.107468255199,10984.51371921888,B,N
99.23441465065014,5.617042338716045,10236.900811217967,10019.38616961131,8,10,655.3216061835386,936.1737231193409,11102.620223215956,10984.51371921888,S,S
94.27269391811762,-4.961720732532507,10336.135225868617,10118.62058426196,7,9,793.8753172052011,992.3441465065014,10892.222417401506,10955.559892730651,B,N
99.92905555320468,5.656361635087057,10241.862531950499,10118.62058426196,8,9,659.9088574268234,848.4542452630586,11130.010543073819,11110.96473076846,S,S
94.93260277554444,-4.9964527776602345,10341.791587503703,10218.549639815164,7,8,799.4324444256374,899.3614999788421,10901.771389377322,10967.07482952502,N,N
94.93260277554444,0,10341.791587503703,10218.549639815164,7,8,664.5282194288111,759.4608222043555,11141.224031929341,11117.911139794007,S,B
94.93260277554444,0,10436.724190279248,10123.61703703962,6,9,664.5282194288111,759.4608222043555,11006.319806932515,10978.01046201952,B,N
100.6285589420771,5.695956166532666,10341.791587503703,10123.61703703962,7,9,569.5956166532667,854.3934249798999,11101.25240970806,10883.077859243975,B,S
100.6285589420771,0,10241.163028561627,10224.245595981696,8,8,704.3999125945397,905.657030478694,10911.38720415697,10978.01046201952,N,B
106.66627247860173,6.037713536524626,10241.163028561627,10123.61703703962,8,9,805.0284715366168,805.0284715366168,10945.562941156166,11129.90262646039,N,N
106.66627247860173,0,10241.163028561627,10123.61703703962,8,9,853.3301798288138,959.9964523074156,11046.191500098243,10928.645508576235,B,N
113.06624882731784,6.399976348716104,10134.496756083025,10123.61703703962,9,9,853.3301798288138,959.9964523074156,11094.49320839044,11083.613489347035,S,S
107.41293638595194,-5.653312441365892,10247.563004910342,10236.683285866937,8,8,1017.5962394458605,1017.5962394458605,10987.826935911839,11083.613489347035,B,B
118.15423002454713,10.741293638595195,10140.15006852439,10129.270349480985,9,9,859.3034910876155,859.3034910876155,11265.159244356202,11254.279525312797,S,S
112.24651852331978,-5.907711501227357,10258.304298548937,10247.424579505532,8,8,1063.3880702209242,1063.3880702209242,10999.453559612006,10988.5738405686,B,B
123.47117037565175,11.224651852331979,10146.057780025618,10135.178060982213,9,9,897.9721481865582,897.9721481865582,11321.692368769862,11310.812649726457,N,N
