Price,Dprice,P1Cash,P2Cash,P1Stock,P2Stock,P1Value,P2Value,P1Asset,P2Asset,P1Decision,P2Decision
94.79856544780142,-6.050972262625622,10172.05950510443,10378.619964735928,8,7,907.6458393938434,705.9467639729893,11144.077389845355,11129.627160451873,S,N
89.11065152093333,-5.687913926868085,10266.85807055223,10378.619964735928,7,7,758.3885235824114,663.58995813461,11079.705344498272,11084.566728708918,S,N
83.76401242967734,-5.346639091256,10355.968722073165,10378.619964735928,6,7,623.7745606465334,623.7745606465334,11025.246594134642,11042.209922870537,B,B
87.95221305116121,4.188200621483867,10272.204709643487,10294.85595230625,7,8,502.584074578064,586.3480870077414,10979.743282719699,11002.394525382462,B,S
87.95221305116121,0,10184.252496592326,10382.808165357412,8,7,615.6654913581285,703.6177044092897,10774.788784221551,10881.204039313992,N,N
87.95221305116121,0,10184.252496592326,10382.808165357412,8,7,703.6177044092897,615.6654913581285,10799.917987950454,11086.425869766701,N,B
90.59077944269605,2.638566391534836,10184.252496592326,10294.85595230625,8,8,703.6177044092897,615.6654913581285,10887.870201001615,10998.47365671554,N,S
85.15533267613428,-5.435446766561762,10184.252496592326,10385.446731748947,8,7,724.7262355415684,724.7262355415684,10887.870201001615,10910.521443664378,N,B
87.70999265641831,2.554659980284028,10184.252496592326,10300.291399072812,8,8,681.2426614090742,596.0873287329399,10908.978732133894,11110.172967290515,B,N
90.34129243611086,2.631299779692549,10096.542503935907,10300.291399072812,9,8,701.6799412513465,701.6799412513465,10865.4951580014,10896.378727805752,N,S
84.92081488994421,-5.4204775461666515,10096.542503935907,10390.632691508923,9,7,813.0716319249977,722.7303394888869,10798.222445187253,11001.971340324159,S,B
84.92081488994421,0,10181.46331882585,10305.71187661898,8,8,764.287334009498,594.4457042296094,10909.614135860906,11113.36303099781,B,B
89.16685563444142,4.24604074449721,10096.542503935907,10220.791061729036,9,9,679.3665191195537,679.3665191195537,10945.750652835348,10900.157580848589,B,B
93.62519841616349,4.458342781722071,10007.375648301466,10131.624206094595,10,10,802.5017007099727,802.5017007099727,10775.909023055461,10900.15758084859,B,S
93.62519841616349,0,9913.750449885303,10225.249404510758,11,9,936.2519841616348,936.2519841616348,10809.877349011438,10934.125906804567,S,N
88.00768651119368,-5.617511904969809,10007.375648301466,10225.249404510758,10,9,1029.8771825777983,842.6267857454714,10850.002434046937,11161.501388672392,N,N
88.00768651119368,0,10007.375648301466,10225.249404510758,10,9,880.0768651119369,792.0691786007432,11037.252830879264,11067.87619025623,N,N
88.00768651119368,0,10007.375648301466,10225.249404510758,10,9,880.0768651119369,792.0691786007432,10887.452513413402,11017.3185831115,B,B
92.40807083675337,4.400384325559684,9919.367961790273,10137.241717999565,11,10,880.0768651119369,792.0691786007432,10887.452513413402,11017.3185831115,N,S
86.86358658654817,-5.544484250205202,9919.367961790273,10229.649788836317,11,9,1016.4887792042871,924.0807083675337,10799.444826902209,10929.310896600307,S,B
86.86358658654817,0,10006.231548376822,10142.786202249768,10,10,955.4994524520298,781.7722792789335,10935.856740994559,11153.730497203851,N,N
86.86358658654817,0,10006.231548376822,10142.786202249768,10,10,868.6358658654817,868.6358658654817,10961.731000828851,10924.558481528702,B,B
91.20676591587558,4.343179329327408,9919.367961790273,10055.92261566322,11,11,868.6358658654817,868.6358658654817,10874.867414242304,11011.422068115251,B,S
91.20676591587558,0,9828.161195874398,10147.129381579094,12,10,1003.2744250746314,1003.2744250746314,10788.003827655753,10924.5584815287,N,S
85.73435996092304,-5.472405954952534,9828.161195874398,10238.336147494969,12,9,1094.481190990507,912.0676591587558,10831.435620949029,11150.403806653725,S,N
80.59029836326766,-5.144061597655383,9913.895555835321,10238.336147494969,11,9,1028.8123195310766,771.6092396483074,10922.642386864905,11150.403806653725,S,N
75.7548804614716,-4.83541790179606,9994.485854198589,10238.336147494969,10,9,886.4932819959442,725.312685269409,10942.707875366397,11009.945387143276,O,O
